Portfolio_Name,As_of_Date,Fund_ID,Fund,Benchmark,Fund_Return,Benchmark_Return
Core Plus Fixed Income Portfolio,1998-01-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,39524,36120
Core Plus Fixed Income Portfolio,1997-12-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,39001,35662
Core Plus Fixed Income Portfolio,1997-11-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,38713,35306
Core Plus Fixed Income Portfolio,1997-10-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,38555,35145
Core Plus Fixed Income Portfolio,1997-09-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,38177,34642
Core Plus Fixed Income Portfolio,1997-08-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,37645,34139
Core Plus Fixed Income Portfolio,1997-07-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,37958,34432
Core Plus Fixed Income Portfolio,1997-06-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,36966,33528
Core Plus Fixed Income Portfolio,1997-05-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,36474,33135
Core Plus Fixed Income Portfolio,1997-04-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,36073,32825
Core Plus Fixed Income Portfolio,1997-03-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,35552,32340
Core Plus Fixed Income Portfolio,1997-02-28,F-102,DBFIX,Bloomberg U.S. Aggregate Index,36006,32703
Core Plus Fixed Income Portfolio,1997-01-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,35794,32622
Core Plus Fixed Income Portfolio,1996-12-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,35582,32522
Core Plus Fixed Income Portfolio,1996-11-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,35858,32827
Core Plus Fixed Income Portfolio,1996-10-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,35066,32275
Core Plus Fixed Income Portfolio,1996-09-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,34249,31575
Core Plus Fixed Income Portfolio,1996-08-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,33583,31034
Core Plus Fixed Income Portfolio,1996-07-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,33554,31086
Core Plus Fixed Income Portfolio,1996-06-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,33461,31002
Core Plus Fixed Income Portfolio,1996-05-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,33005,30591
Core Plus Fixed Income Portfolio,1996-04-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,33062,30653
Core Plus Fixed Income Portfolio,1996-03-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,33058,30826
Core Plus Fixed Income Portfolio,1996-02-29,F-102,DBFIX,Bloomberg U.S. Aggregate Index,33086,31042
Core Plus Fixed Income Portfolio,1996-01-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,33536,31591
Core Plus Fixed Income Portfolio,1995-12-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,33143,31383
Core Plus Fixed Income Portfolio,1995-11-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,32695,30948
Core Plus Fixed Income Portfolio,1995-10-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,32175,30491
Core Plus Fixed Income Portfolio,1995-09-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,31822,30100
Core Plus Fixed Income Portfolio,1995-08-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,31499,29810
Core Plus Fixed Income Portfolio,1995-07-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,30987,29455
Core Plus Fixed Income Portfolio,1995-06-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,30857,29521
Core Plus Fixed Income Portfolio,1995-05-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,30777,29306
Core Plus Fixed Income Portfolio,1995-04-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,29765,28214
Core Plus Fixed Income Portfolio,1995-03-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,29211,27825
Core Plus Fixed Income Portfolio,1995-02-28,F-102,DBFIX,Bloomberg U.S. Aggregate Index,29079,27656
Core Plus Fixed Income Portfolio,1995-01-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,28369,27013
Core Plus Fixed Income Portfolio,1994-12-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,27843,26489
Core Plus Fixed Income Portfolio,1994-11-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,27690,26307
Core Plus Fixed Income Portfolio,1994-10-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,27767,26366
Core Plus Fixed Income Portfolio,1994-09-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,27867,26389
Core Plus Fixed Income Portfolio,1994-08-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,28300,26784
Core Plus Fixed Income Portfolio,1994-07-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,28326,26751
Core Plus Fixed Income Portfolio,1994-06-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,27791,26229
Core Plus Fixed Income Portfolio,1994-05-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,27968,26288
Core Plus Fixed Income Portfolio,1994-04-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,28195,26291
Core Plus Fixed Income Portfolio,1994-03-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,28547,26503
Core Plus Fixed Income Portfolio,1994-02-28,F-102,DBFIX,Bloomberg U.S. Aggregate Index,29219,27173
Core Plus Fixed Income Portfolio,1994-01-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,29841,27653
Core Plus Fixed Income Portfolio,1993-12-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,29467,27285
Core Plus Fixed Income Portfolio,1993-11-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,29226,27138
Core Plus Fixed Income Portfolio,1993-10-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,29433,27370
Core Plus Fixed Income Portfolio,1993-09-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,29159,27269
Core Plus Fixed Income Portfolio,1993-08-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,29204,27194
Core Plus Fixed Income Portfolio,1993-07-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,28542,26725
Core Plus Fixed Income Portfolio,1993-06-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,28072,26575
Core Plus Fixed Income Portfolio,1993-05-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,27445,26102
Core Plus Fixed Income Portfolio,1993-04-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,27230,26069
Core Plus Fixed Income Portfolio,1993-03-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,27078,25889
Core Plus Fixed Income Portfolio,1993-02-28,F-102,DBFIX,Bloomberg U.S. Aggregate Index,26928,25781
Core Plus Fixed Income Portfolio,1993-01-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,26381,25338
Core Plus Fixed Income Portfolio,1992-12-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,25870,24861
Core Plus Fixed Income Portfolio,1992-11-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,25335,24472
Core Plus Fixed Income Portfolio,1992-10-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,25106,24466
Core Plus Fixed Income Portfolio,1992-09-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,25520,24795
Core Plus Fixed Income Portfolio,1992-08-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,25310,24505
Core Plus Fixed Income Portfolio,1992-07-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,25157,24259
Core Plus Fixed Income Portfolio,1992-06-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,24503,23774
Core Plus Fixed Income Portfolio,1992-05-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,24036,23451
Core Plus Fixed Income Portfolio,1992-04-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,23411,23017
Core Plus Fixed Income Portfolio,1992-03-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,23348,22852
Core Plus Fixed Income Portfolio,1992-02-29,F-102,DBFIX,Bloomberg U.S. Aggregate Index,23540,22981
Core Plus Fixed Income Portfolio,1992-01-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,23323,22833
Core Plus Fixed Income Portfolio,1991-12-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,23851,23148
Core Plus Fixed Income Portfolio,1991-11-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,22683,22483
Core Plus Fixed Income Portfolio,1991-10-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,22542,22278
Core Plus Fixed Income Portfolio,1991-09-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,22317,22033
Core Plus Fixed Income Portfolio,1991-08-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,21702,21595
Core Plus Fixed Income Portfolio,1991-07-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,21080,21138
Core Plus Fixed Income Portfolio,1991-06-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,20749,20848
Core Plus Fixed Income Portfolio,1991-05-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,20842,20859
Core Plus Fixed Income Portfolio,1991-04-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,20713,20738
Core Plus Fixed Income Portfolio,1991-03-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,20398,20517
Core Plus Fixed Income Portfolio,1991-02-28,F-102,DBFIX,Bloomberg U.S. Aggregate Index,20208,20376
Core Plus Fixed Income Portfolio,1991-01-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,19878,20206
Core Plus Fixed Income Portfolio,1990-12-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,19632,19958
Core Plus Fixed Income Portfolio,1990-11-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,19267,19652
Core Plus Fixed Income Portfolio,1990-10-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,18688,19237
Core Plus Fixed Income Portfolio,1990-09-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,18426,18996
Core Plus Fixed Income Portfolio,1990-08-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,18399,18840
Core Plus Fixed Income Portfolio,1990-07-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,18918,19096
Core Plus Fixed Income Portfolio,1990-06-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,18687,18835
Core Plus Fixed Income Portfolio,1990-05-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,18298,18536
Core Plus Fixed Income Portfolio,1990-04-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,17677,18003
Core Plus Fixed Income Portfolio,1990-03-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,17958,18171
Core Plus Fixed Income Portfolio,1990-02-28,F-102,DBFIX,Bloomberg U.S. Aggregate Index,17906,18158
Core Plus Fixed Income Portfolio,1990-01-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,17925,18100
Core Plus Fixed Income Portfolio,1989-12-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,18320,18318
Core Plus Fixed Income Portfolio,1989-11-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,18319,18269
Core Plus Fixed Income Portfolio,1989-10-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,18137,18097
Core Plus Fixed Income Portfolio,1989-09-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,17754,17662
Core Plus Fixed Income Portfolio,1989-08-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,17785,17573
Core Plus Fixed Income Portfolio,1989-07-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,18138,17837
Core Plus Fixed Income Portfolio,1989-06-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,17790,17465
Core Plus Fixed Income Portfolio,1989-05-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,17334,16949
Core Plus Fixed Income Portfolio,1989-04-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,17004,16515
Core Plus Fixed Income Portfolio,1989-03-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,16748,16177
Core Plus Fixed Income Portfolio,1989-02-28,F-102,DBFIX,Bloomberg U.S. Aggregate Index,16648,16108
Core Plus Fixed Income Portfolio,1989-01-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,16660,16225
Core Plus Fixed Income Portfolio,1988-12-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,16476,15995
Core Plus Fixed Income Portfolio,1988-11-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,16422,15977
Core Plus Fixed Income Portfolio,1988-10-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,16480,16174
Core Plus Fixed Income Portfolio,1988-09-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,16252,15875
Core Plus Fixed Income Portfolio,1988-08-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,15972,15523
Core Plus Fixed Income Portfolio,1988-07-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,15926,15483
Core Plus Fixed Income Portfolio,1988-06-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,15933,15564
Core Plus Fixed Income Portfolio,1988-05-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,15654,15198
Core Plus Fixed Income Portfolio,1988-04-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,15699,15300
Core Plus Fixed Income Portfolio,1988-03-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,15740,15383
Core Plus Fixed Income Portfolio,1988-02-29,F-102,DBFIX,Bloomberg U.S. Aggregate Index,15844,15529
Core Plus Fixed Income Portfolio,1988-01-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,15658,15347
Core Plus Fixed Income Portfolio,1987-12-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,15128,14826
Core Plus Fixed Income Portfolio,1987-11-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,14941,14627
Core Plus Fixed Income Portfolio,1987-10-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,14855,14511
Core Plus Fixed Income Portfolio,1987-09-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,14328,14011
Core Plus Fixed Income Portfolio,1987-08-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,14639,14316
Core Plus Fixed Income Portfolio,1987-07-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,14698,14393
Core Plus Fixed Income Portfolio,1987-06-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,14710,14404
Core Plus Fixed Income Portfolio,1987-05-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,14524,14208
Core Plus Fixed Income Portfolio,1987-04-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,14596,14264
Core Plus Fixed Income Portfolio,1987-03-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,15067,14666
Core Plus Fixed Income Portfolio,1987-02-28,F-102,DBFIX,Bloomberg U.S. Aggregate Index,15016,14732
Core Plus Fixed Income Portfolio,1987-01-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,14894,14631
Core Plus Fixed Income Portfolio,1986-12-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,14627,14427
Core Plus Fixed Income Portfolio,1986-11-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,14558,14373
Core Plus Fixed Income Portfolio,1986-10-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,14214,14175
Core Plus Fixed Income Portfolio,1986-09-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,13972,13973
Core Plus Fixed Income Portfolio,1986-08-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,14201,14111
Core Plus Fixed Income Portfolio,1986-07-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,13761,13770
Core Plus Fixed Income Portfolio,1986-06-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,13595,13649
Core Plus Fixed Income Portfolio,1986-05-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,13205,13302
Core Plus Fixed Income Portfolio,1986-04-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,13663,13560
Core Plus Fixed Income Portfolio,1986-03-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,13579,13489
Core Plus Fixed Income Portfolio,1986-02-28,F-102,DBFIX,Bloomberg U.S. Aggregate Index,13161,13079
Core Plus Fixed Income Portfolio,1986-01-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,12592,12583
Core Plus Fixed Income Portfolio,1985-12-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,12566,12514
Core Plus Fixed Income Portfolio,1985-11-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,12096,12143
Core Plus Fixed Income Portfolio,1985-10-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,11776,11858
Core Plus Fixed Income Portfolio,1985-09-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,11521,11614
Core Plus Fixed Income Portfolio,1985-08-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,11403,11545
Core Plus Fixed Income Portfolio,1985-07-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,11137,11332
Core Plus Fixed Income Portfolio,1985-06-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,11200,11371
Core Plus Fixed Income Portfolio,1985-05-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,11089,11252
Core Plus Fixed Income Portfolio,1985-04-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,10548,10693
Core Plus Fixed Income Portfolio,1985-03-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,10398,10477
Core Plus Fixed Income Portfolio,1985-02-28,F-102,DBFIX,Bloomberg U.S. Aggregate Index,10212,10267
Core Plus Fixed Income Portfolio,1985-01-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,10317,10482
Core Plus Fixed Income Portfolio,1984-12-31,F-102,DBFIX,Bloomberg U.S. Aggregate Index,10160,10249
Core Plus Fixed Income Portfolio,1984-11-30,F-102,DBFIX,Bloomberg U.S. Aggregate Index,10056,10101
Core Plus Fixed Income Portfolio,1984-11-14,F-102,DBFIX,Bloomberg U.S. Aggregate Index,10000,10000
Corporate Bond Portfolio,2023-09-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,14792,13419
Corporate Bond Portfolio,2023-08-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,15206,13787
Corporate Bond Portfolio,2023-07-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,15324,13895
Corporate Bond Portfolio,2023-06-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,15235,13847
Corporate Bond Portfolio,2023-05-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,15135,13790
Corporate Bond Portfolio,2023-04-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,15343,13993
Corporate Bond Portfolio,2023-03-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,15216,13886
Corporate Bond Portfolio,2023-02-28,F-103,DBFDX,Bloomberg U.S. Corporate Index,14858,13510
Corporate Bond Portfolio,2023-01-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,15286,13954
Corporate Bond Portfolio,2022-12-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,14652,13416
Corporate Bond Portfolio,2022-11-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,14686,13476
Corporate Bond Portfolio,2022-10-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,13981,12812
Corporate Bond Portfolio,2022-09-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,14153,12946
Corporate Bond Portfolio,2022-08-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,14936,13664
Corporate Bond Portfolio,2022-07-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,15369,14077
Corporate Bond Portfolio,2022-06-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,14881,13636
Corporate Bond Portfolio,2022-05-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,15354,14028
Corporate Bond Portfolio,2022-04-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,15280,13899
Corporate Bond Portfolio,2022-03-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,16190,14702
Corporate Bond Portfolio,2022-02-28,F-103,DBFDX,Bloomberg U.S. Corporate Index,16593,15083
Corporate Bond Portfolio,2022-01-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,16957,15391
Corporate Bond Portfolio,2021-12-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,17502,15927
Corporate Bond Portfolio,2021-11-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,17522,15940
Corporate Bond Portfolio,2021-10-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,17562,15930
Corporate Bond Portfolio,2021-09-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,17522,15890
Corporate Bond Portfolio,2021-08-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,17698,16059
Corporate Bond Portfolio,2021-07-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,17765,16108
Corporate Bond Portfolio,2021-06-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,17548,15891
Corporate Bond Portfolio,2021-05-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,17224,15636
Corporate Bond Portfolio,2021-04-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,17129,15516
Corporate Bond Portfolio,2021-03-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,16980,15346
Corporate Bond Portfolio,2021-02-28,F-103,DBFDX,Bloomberg U.S. Corporate Index,17287,15614
Corporate Bond Portfolio,2021-01-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,17593,15888
Corporate Bond Portfolio,2020-12-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,17846,16095
Corporate Bond Portfolio,2020-11-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,17766,16025
Corporate Bond Portfolio,2020-10-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,17238,15590
Corporate Bond Portfolio,2020-09-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,17272,15618
Corporate Bond Portfolio,2020-08-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,17307,15663
Corporate Bond Portfolio,2020-07-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,17521,15882
Corporate Bond Portfolio,2020-06-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,16966,15382
Corporate Bond Portfolio,2020-05-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,16576,15087
Corporate Bond Portfolio,2020-04-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,16251,14854
Corporate Bond Portfolio,2020-03-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,15416,14114
Corporate Bond Portfolio,2020-02-29,F-103,DBFDX,Bloomberg U.S. Corporate Index,16720,15190
Corporate Bond Portfolio,2020-01-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,16543,14990
Corporate Bond Portfolio,2019-12-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,16178,14646
Corporate Bond Portfolio,2019-11-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,16103,14600
Corporate Bond Portfolio,2019-10-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,16052,14563
Corporate Bond Portfolio,2019-09-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,15965,14475
Corporate Bond Portfolio,2019-08-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,16065,14570
Corporate Bond Portfolio,2019-07-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,15614,14126
Corporate Bond Portfolio,2019-06-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,15490,14047
Corporate Bond Portfolio,2019-05-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,15083,13712
Corporate Bond Portfolio,2019-04-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,14923,13518
Corporate Bond Portfolio,2019-03-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,14787,13445
Corporate Bond Portfolio,2019-02-28,F-103,DBFDX,Bloomberg U.S. Corporate Index,14421,13117
Corporate Bond Portfolio,2019-01-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,14359,13088
Corporate Bond Portfolio,2018-12-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,13981,12787
Corporate Bond Portfolio,2018-11-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,13859,12602
Corporate Bond Portfolio,2018-10-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,13932,12623
Corporate Bond Portfolio,2018-09-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,14174,12810
Corporate Bond Portfolio,2018-08-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,14210,12856
Corporate Bond Portfolio,2018-07-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,14174,12793
Corporate Bond Portfolio,2018-06-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,14018,12687
Corporate Bond Portfolio,2018-05-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,14114,12761
Corporate Bond Portfolio,2018-04-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,14054,12693
Corporate Bond Portfolio,2018-03-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,14188,12812
Corporate Bond Portfolio,2018-02-28,F-103,DBFDX,Bloomberg U.S. Corporate Index,14176,12780
Corporate Bond Portfolio,2018-01-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,14425,12991
Corporate Bond Portfolio,2017-12-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,14544,13116
Corporate Bond Portfolio,2017-11-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,14417,12998
Corporate Bond Portfolio,2017-10-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,14440,13017
Corporate Bond Portfolio,2017-09-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,14405,12964
Corporate Bond Portfolio,2017-08-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,14417,12987
Corporate Bond Portfolio,2017-07-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,14312,12887
Corporate Bond Portfolio,2017-06-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,14195,12793
Corporate Bond Portfolio,2017-05-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,14125,12754
Corporate Bond Portfolio,2017-04-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,13963,12609
Corporate Bond Portfolio,2017-03-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,13824,12476
Corporate Bond Portfolio,2017-02-28,F-103,DBFDX,Bloomberg U.S. Corporate Index,13858,12505
Corporate Bond Portfolio,2017-01-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,13708,12363
Corporate Bond Portfolio,2016-12-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,13605,12325
Corporate Bond Portfolio,2016-11-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,13523,12243
Corporate Bond Portfolio,2016-10-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,13878,12581
Corporate Bond Portfolio,2016-09-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,13992,12684
Corporate Bond Portfolio,2016-08-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,13640,12716
Corporate Bond Portfolio,2016-07-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,13595,12691
Corporate Bond Portfolio,2016-06-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,13369,12508
